tx_id,timestamp,amount,currency,sender_account,receiver_account,sender_country,receiver_country,purpose_code,customer_id,risk_rating,kyc_completed,retention_period,initiator_id,approver_id,source_of_funds
943c7c92-d1e5-4c0d-a43e-d0fde22cc482,1994-02-16T22:07:04,8159.79,GBP,8964656676783564,9280599630457293,CN,US,TRANSFER,c35f0643-8ff4-4262-8149-b7afa90dfef8,Low,True,7.0,EMP-7984,EMP-9012,
d696800b-b8a1-46de-8d96-6adf7703024b,1973-04-17T15:03:29,4893.55,GBP,7619980430745761,6466407059063586,US,BR,CASH,92984be7-7833-414d-a913-584b650dc251,Medium,False,1.0,EMP-6525,EMP-6539,Investment
ec9f5a1a-b0f5-4621-801d-aac44313f027,1975-05-07T05:53:58,3526.82,GBP,3711645108634978,7194544659823134,BR,CN,CASH,1333c703-7cc8-48df-9ddb-2c22d569b7e8,High,False,1.0,EMP-6255,EMP-1038,Salary
52dbad67-364b-4a33-a9e6-779077122386,1974-01-13T07:08:27,14195.65,EUR,3576065467175848,7568470659288672,FR,FR,PAYMENT,bc7d0be9-75ba-40de-a4c2-a37aedddc7af,Medium,False,7.0,EMP-3731,EMP-5955,Investment
93999144-166f-423c-972c-272a78af2779,1978-08-22T23:31:31,5541.19,GBP,9936563168632349,2360532072503686,CN,BR,TRANSFER,096c43fd-f445-468c-9942-ddd826a5b60d,Medium,True,3.0,EMP-6248,EMP-8884,Gift
72b77066-990c-49f7-807e-76dfb3bdf31f,1985-01-05T20:44:06,6710.19,EUR,7012596753160429,6758486758666793,US,CN,PAYMENT,5a519174-055f-47f5-ac97-f2ee64346551,High,False,7.0,EMP-1583,EMP-0248,Investment
d2dc986a-b716-4356-bcb5-c0b090b7aeed,1973-10-16T07:10:29,8677.99,EUR,0581568508277031,5683931031640495,FR,CN,CASH,859808c4-1239-43b3-b471-6f9e3d7042cc,High,True,10.0,EMP-1448,EMP-0784,
c5691d2b-ace4-47bd-9935-24b6b2f2c825,1971-11-15T02:16:20,8674.04,USD,4385378931922214,6955276274775840,FR,FR,CASH,ca1bc825-12f1-4aaa-8087-d440de86c9be,Low,False,1.0,EMP-3864,EMP-0718,Investment
c16bec0e-ca97-483d-a79e-5fa7a5384f2c,1977-01-11T09:21:35,7081.62,USD,0967379403016824,9112924035999803,BR,CN,PAYMENT,50f42f57-dfa4-4087-b6a7-8736c2cbbe51,High,False,3.0,EMP-0230,EMP-1972,Salary
e79e1089-5a9c-45d4-9853-076d196f1fce,2022-01-04T00:20:02,1579.85,GBP,0775543535292945,3997294702750043,BR,US,TRANSFER,cfce8032-489f-4419-859c-3bc2af250694,Medium,False,3.0,EMP-7090,EMP-0727,
2c1b7385-5cd5-45e7-997b-dac1ba01e523,2015-07-05T18:51:19,3262.42,EUR,7575929853546325,9454486362562085,US,DE,PAYMENT,3fb67ade-fa21-42ec-a1dd-5a4b5d6848e6,Medium,False,5.0,EMP-6944,EMP-0658,Gift
b782ccb8-1947-4fc7-b9b8-37f73eceb5fe,2002-01-01T21:32:33,5178.79,GBP,5294629548435411,8512172085496698,BR,FR,TRANSFER,ea699a8e-72dc-4d28-9cc4-31d836fac3e3,High,True,5.0,EMP-7895,EMP-2183,Salary
6568516b-f3f8-4adf-8861-0510e661a2de,2015-01-23T07:28:25,1314.99,GBP,0429460021878997,7277955856401693,CN,DE,TRANSFER,ba9b4803-4277-4b4b-a6d3-3d1d627dee76,Medium,True,1.0,EMP-5315,EMP-0592,Gift
525e7fdf-6873-4b65-9754-ee04fb1a2b8f,1984-01-26T03:16:33,2299.72,GBP,9031546469952787,7481793458924962,BR,CN,PAYMENT,e9f4dcfc-5733-408f-82d1-faceb079041b,Medium,False,5.0,EMP-4906,EMP-7742,Gift
75099657-61e2-4ee0-b01b-90fba6d42841,2011-03-09T14:43:00,11501.81,GBP,6852199452238996,8426016827948180,CN,BR,TRANSFER,1d0e3e6e-d549-42ae-9c6f-3804affcfe5d,Medium,False,7.0,EMP-1111,EMP-0650,Gift
e01ba4db-ca49-48ed-8eaa-ff1a37df0ca9,2011-09-20T13:13:41,1317.34,USD,6851278026725326,6325300698211838,CN,BR,CASH,dfefe0cb-523c-446c-b79f-153499e7705b,Medium,False,10.0,EMP-3757,EMP-1939,Salary
470dd191-5e25-4577-bc2d-3ba6980a5302,1974-05-17T22:48:08,12285.29,EUR,9132173447274708,0462769283735230,CN,BR,TRANSFER,a8bd650e-0a49-4e52-8ec6-f7b9083fcb8a,High,True,5.0,EMP-3619,EMP-9996,Investment
01336cc6-c129-4544-9775-553ab1a79a5c,1981-05-03T01:10:18,9183.34,EUR,0003132397729288,0468662544725305,CN,US,PAYMENT,fff81813-16e5-48ec-bc39-5ffb420dc63c,High,False,7.0,EMP-7713,EMP-5037,Salary
1f9080d8-abd9-4a37-bde2-fef4daa87026,1988-02-22T22:50:14,5423.29,EUR,3002678037725520,8851183924523302,DE,DE,TRANSFER,7161f63f-1021-483c-b733-6e32c574c31a,Medium,True,10.0,EMP-7819,EMP-9696,Investment
490b8ee8-25cc-4a3a-b2fa-b8ee3d51a99d,1995-05-22T03:57:44,11901.31,USD,5892141370113844,0417797044115910,BR,BR,PAYMENT,a3c4ec3c-e7c6-485d-9868-af3d9f5939f9,High,True,10.0,EMP-1130,EMP-4110,Gift
a2ad9a19-25e6-482b-95c3-741e5fedbd35,2006-07-21T13:48:13,7434.8,USD,9671528861580149,4148446039724548,FR,CN,PAYMENT,789487a9-1469-45b1-bee3-68d634ff382d,Low,True,10.0,EMP-8009,EMP-8897,Investment
0778319f-9794-41fb-809d-bfd97c529bbf,2021-06-24T15:42:32,21781.92,USD,6992721065899808,2622934765311541,FR,FR,PAYMENT,94be96ea-e6b4-4a86-82df-528d0eaf45a7,Medium,True,1.0,EMP-9782,EMP-3160,Salary
69f7225a-5328-45ba-8e66-1e6b3b443384,1993-01-03T14:21:46,18302.64,GBP,3045604966009693,2475766720784990,DE,BR,TRANSFER,2fed751d-74e5-459e-a325-e06c69535619,Low,True,7.0,EMP-1761,EMP-8172,Salary
80d62377-a538-4827-9637-6d6985a9756c,2010-11-04T21:06:35,2792.23,USD,1052224873584820,0657645953454020,US,FR,PAYMENT,5b39e900-c035-400a-9d43-9bdd730c5c28,Low,True,5.0,EMP-8115,EMP-6772,Salary
4355e671-e2e5-4964-82b8-a41bc4302049,1997-07-10T13:43:19,1860.21,USD,5578845680340452,8479351370651106,FR,CN,TRANSFER,c6df0d14-b0e5-4ba1-bdfb-98f4dff2d315,Low,True,3.0,EMP-2612,EMP-0109,Salary
25214655-9d61-4f06-b812-54ccfa4fc3fd,1983-12-18T06:58:22,1146.61,GBP,7382531099533429,2910152273931110,CN,US,TRANSFER,9490243b-ba62-4bf0-afb2-fc124741d342,High,False,5.0,EMP-4020,EMP-8093,Investment
a5edb43c-657a-4b2b-ac8b-43ce780a90fe,2015-09-12T19:21:40,8659.36,GBP,3812791138687610,2437156303709273,US,BR,CASH,e3cd79ef-4d00-45a3-8c99-ea092fdddc2f,Low,False,1.0,EMP-5632,EMP-9102,
1da3c6ea-8809-4221-b97a-b6664c8927f6,2020-06-12T10:32:06,5582.02,EUR,7290515921941555,1845277873426780,US,DE,CASH,634d3916-99a9-41b8-bde7-61a8b2469c76,Low,False,3.0,EMP-2304,EMP-7081,Gift
4fcec0d0-84f0-4008-aeb5-01e2f60742a8,1986-01-30T22:19:17,13106.17,GBP,9884181009632880,7574722596564376,US,BR,TRANSFER,42b27f4f-95c8-469d-87a5-4745d7483529,High,False,7.0,EMP-0561,EMP-4360,
717933c9-b627-42a3-aee3-a165de3c0b6e,2015-01-07T20:02:11,1691.74,EUR,9101435117964376,4163032248434170,CN,DE,PAYMENT,aa5b1c67-fd61-4a9d-9e48-ae31bafe8081,High,False,7.0,EMP-4947,EMP-8755,
3bc03112-6113-4156-9570-1bf3bb36b036,2001-05-29T04:46:58,2436.68,EUR,8493824732712914,2288577280361156,BR,BR,CASH,a5276c1f-9786-420a-834e-8836d68ad8e1,Medium,True,3.0,EMP-6567,EMP-4945,Investment
08311560-dc3c-451b-831b-61c39ae49aef,1992-08-13T21:58:39,17863.03,EUR,7928971464974782,1006228204095464,US,CN,CASH,e65892b7-8327-46de-b4ea-d84764403735,Low,False,1.0,EMP-3351,EMP-7369,
25f0c40b-6ed9-49b5-a4ec-74a22ce1b8b7,2016-10-14T21:00:24,8284.38,GBP,2058223248048078,7453999058468536,US,BR,TRANSFER,a18d5431-c94e-404e-931b-96defc4bf592,Medium,True,10.0,EMP-0147,EMP-0310,Investment
96470b8f-0566-4b57-97f3-445c450a4129,2018-12-15T14:20:32,14281.53,GBP,5314375187967119,4234196469671081,BR,CN,CASH,4c49d9b5-2c71-4aa7-a820-17dbf07c32ff,Low,True,7.0,EMP-6456,EMP-8852,Gift
c8f2fa19-eab8-4491-9e82-4a5dcb29a1b2,1994-01-06T03:30:47,16242.19,GBP,2911818402224130,7083345432065384,CN,US,TRANSFER,f46257c1-fdf7-41b5-aba0-051d8202f0c6,High,False,1.0,EMP-1474,EMP-7033,Gift
ea92633f-7dd1-4e40-8474-e0841343dff2,2025-05-01T21:47:13,7384.76,EUR,6917138875272491,0217475944596179,US,CN,PAYMENT,4b9d35e5-c6f1-488e-a6ff-dba308aefbb1,Medium,False,5.0,EMP-5666,EMP-2297,
c3ebe468-ed91-4587-bee1-6ad2d4fa7951,1996-09-16T09:21:01,930.17,EUR,4179612286005195,6182377910697039,US,BR,CASH,5d84f3ef-b459-4a6b-b968-f304f671b188,High,True,3.0,EMP-0009,EMP-9363,Investment
5443e0e3-4d29-4fb9-9a8a-5e7578b8a72f,1973-08-19T17:34:40,8234.57,EUR,7221640136729709,9788669098553772,DE,CN,TRANSFER,e2d15f97-3191-4a2e-aaa3-8b0cfed0535b,Medium,False,3.0,EMP-9053,EMP-4215,Investment
89a8e11e-e822-40b9-87b8-628ba3b99693,2015-12-28T03:22:36,9564.94,EUR,9130399798408765,3003484347088377,DE,CN,TRANSFER,379a43e2-62c2-41f9-86a3-de2765c060b4,Medium,False,10.0,EMP-2494,EMP-1788,Gift
eb058ccc-4c2f-467e-9463-0b7ecae313fe,2010-12-23T08:21:42,2027.54,USD,2599779847785095,9813702947614375,BR,US,TRANSFER,0e18ae39-1ae5-434f-b578-199aa43639f6,Low,False,5.0,EMP-9223,EMP-4762,Investment
65f61651-1bda-4bd7-b94e-999802c28531,1991-08-19T18:12:38,2446.6,GBP,3589258432696520,8891859033145911,FR,BR,TRANSFER,fdfefb1f-1711-4400-a559-79f31cb8b9fd,Medium,True,7.0,EMP-7895,EMP-6434,Gift
c0559f47-b0f0-458a-9873-6374ba3b26bf,1971-09-28T15:00:39,4547.09,EUR,6982729689993523,3594065662196325,BR,FR,PAYMENT,e39a88eb-581b-49f2-a6ad-54f9d9281038,Medium,True,5.0,EMP-4651,EMP-2609,Investment
e423d5cd-c481-4c53-8ea8-530d3956434a,1970-04-16T22:02:34,3476.87,EUR,6859486453450478,3119145068418190,DE,BR,PAYMENT,d004cec2-cc8f-4d07-bb25-9dfa30c3ced6,Low,True,3.0,EMP-0059,EMP-4058,Gift
bd45a75a-d1b8-4ac0-81d7-cd123d18e4bf,1981-10-16T21:24:43,1081.44,USD,8578594365068889,8451597868657728,FR,DE,TRANSFER,fd9402f4-e971-4d7a-bc7e-cb8c66d3c994,Medium,False,10.0,EMP-9079,EMP-0380,Gift
b35f5837-5ebe-47dc-9d36-0cb7ae8a3450,1977-06-28T02:04:22,9428.01,USD,4597309812817273,7495970579212406,US,BR,TRANSFER,435ea286-7c54-48c1-b601-771adb3a25f7,Medium,False,7.0,EMP-1793,EMP-3124,
914c8dd8-2ae7-49e6-95ee-0bca7a01623e,1971-09-01T16:57:01,7131.26,EUR,3774719157204556,8310495084166133,DE,US,CASH,563c343f-18cc-4aeb-8418-a547e5c19e00,High,False,5.0,EMP-7282,EMP-8257,Gift
916401f6-f763-4ffe-bf9d-d92c80e074de,2009-01-09T09:32:03,15238.01,EUR,5883226737853639,3592161515274145,FR,BR,CASH,891d93b7-c2b4-482d-a3cf-8ff0ae6c1290,High,True,3.0,EMP-2013,EMP-8529,Gift
e7b51e56-894f-498e-afbe-5e0838adcc1e,1987-05-19T01:40:48,10471.93,USD,9895669493385995,5670230601801559,FR,CN,TRANSFER,67b7b196-0bed-400d-b0df-467458101f83,Low,False,3.0,EMP-5804,EMP-8963,
42ee2928-0556-413c-87ab-48b79f1cc67f,2013-12-06T19:54:40,18905.42,GBP,3364965869948138,5914411836384160,US,FR,TRANSFER,45955f1f-dbaf-4801-ab19-056d0ad9577f,Low,False,10.0,EMP-4260,EMP-6077,Salary
48212e8f-a831-4355-bd1b-3aab5f031486,2015-03-26T09:17:09,1229.02,USD,8181656407172906,0315063310155749,US,BR,CASH,e63a8e0d-1e2e-417d-a006-e981b0011bef,Low,True,5.0,EMP-4784,EMP-8578,Investment
f758ca3e-b334-4915-991a-d740be9e49b8,2024-03-15T12:18:51,5960.22,GBP,1080404644384126,8878120275440604,CN,FR,CASH,82d4fc7f-2f3d-4f86-aaaf-967f5ddb627e,Medium,True,7.0,EMP-1392,EMP-3344,Salary
baa04785-f5f8-4b78-b156-81b56dd9cb94,1991-09-20T23:21:33,3462.43,GBP,1086503955471325,7196584589352631,DE,FR,PAYMENT,df3b5d6b-49c9-47c3-9178-2d1e27fea057,Low,False,1.0,EMP-2494,EMP-0622,
ae338043-cf0a-458b-9113-ede9349be7a8,1986-12-03T08:36:36,17379.87,GBP,4536875652856394,0398261227554427,FR,BR,CASH,7362ad30-e253-4e29-8873-204750c79279,Low,False,7.0,EMP-3773,EMP-1776,Salary
ed43caf7-51f4-494b-8770-68365def61e4,1972-11-05T06:46:40,1911.52,EUR,6342930400851088,1523990872187350,US,CN,CASH,a7010bdd-f822-4954-91f2-7a6b12e7840f,Medium,False,1.0,EMP-5121,EMP-7257,
45a67fa2-8f0e-4a9f-bc61-b76c2f0d119a,1976-10-21T05:50:53,5195.8,USD,8936485558462146,6372356630536745,BR,FR,CASH,e4c686ee-ff37-4f38-992d-f18da74243aa,Low,False,5.0,EMP-2964,EMP-9622,Salary
14567e12-cf00-4781-aa1d-4997e9f53a29,1996-01-23T14:48:11,3857.69,EUR,7456847631681712,4992277643092459,US,FR,TRANSFER,5ec3c0e4-76bf-4f9c-8622-cc867892cb43,High,False,10.0,EMP-0954,EMP-9833,Salary
7322cc03-fbdf-4976-95ad-f8d7fa6f4843,1977-01-17T15:17:14,20160.01,USD,5610328836090366,0110115246727418,US,FR,TRANSFER,a917da93-2833-489c-a32a-831a97f69a30,Medium,True,10.0,EMP-6430,EMP-0844,
3d9bf165-e28b-45ed-9b00-d4d7e7c03a46,2001-11-13T11:17:16,10400.2,USD,2177426923115462,8226682663176802,CN,FR,TRANSFER,7b8bf6e0-c6bb-4908-8b9c-90dfe1036607,Medium,False,3.0,EMP-1998,EMP-7414,Salary
035d2d31-856d-4f3a-bb5a-ea7a6db6f2e0,1997-08-30T03:29:57,4487.42,USD,3674905721110624,9140483163520353,DE,US,PAYMENT,57975af5-5014-4218-9c38-4481b07c9fd2,High,True,5.0,EMP-8182,EMP-4547,Investment
65c399c0-e467-4ef2-9e0f-c6fe6762672c,1978-08-14T23:36:42,3042.58,USD,8972773617549475,8596069039851088,BR,US,TRANSFER,a0c8b096-cd45-4ccb-a8e3-e36f443da966,High,False,5.0,EMP-6553,EMP-2674,
99edd99d-b04c-4abb-994e-7c530e0ea50a,1983-02-04T20:57:54,10379.03,EUR,8221706851239656,8233454794503832,CN,FR,CASH,be4b4773-3f8c-4c0f-8052-10200bbeca94,Low,True,7.0,EMP-7533,EMP-2757,Gift
6fc41aff-b9db-44ee-8490-4fea13e2f155,1990-04-22T20:05:38,506.0,EUR,3296293962985680,2432207974804485,BR,BR,PAYMENT,cdd9f3e8-5553-4bbe-9d80-f86ac93251d7,Medium,True,1.0,EMP-1145,EMP-7853,Salary
0e0dc931-0102-48c9-b49c-cd2d8a70519b,1981-08-23T17:57:51,11567.42,GBP,5650726264529637,8623853475266168,US,BR,PAYMENT,930defd5-9cfa-4bb7-9860-25c841dd972f,High,True,10.0,EMP-7727,EMP-1382,Investment
627f2e53-0cf2-4316-8ef6-e04c2dadf9ff,2015-07-03T03:20:04,11624.36,USD,9241174347753434,6284673128429336,BR,DE,CASH,ad2601b9-ccd7-4494-98e1-d6aae026772d,Low,False,10.0,EMP-2669,EMP-1176,Investment
7a9dc446-14a7-4c18-ae01-06d37b3de469,2017-03-14T03:45:45,20676.29,EUR,1830401114651133,6615594690320372,DE,FR,PAYMENT,837d4ab3-0d74-46a3-b50c-128237096e9a,Low,True,5.0,EMP-6285,EMP-3948,Investment
30e34792-1f2b-4ca6-8ae9-87072e043655,1978-06-06T06:32:16,3536.43,GBP,3164418557985855,7418123296125476,US,FR,PAYMENT,ec09ca90-ffd3-4330-abba-e02ba9c58c81,Low,False,7.0,EMP-4832,EMP-9605,Gift
d6a7d08c-b13a-467a-8830-e088044cffa5,1999-01-21T13:29:37,1025.47,GBP,2970396102529933,5309572337311950,CN,FR,TRANSFER,38c8c183-afe6-4ba2-a419-95f4fae519d3,Medium,False,3.0,EMP-7051,EMP-6834,
dd1cc782-c939-4058-850b-2261ff3de397,1974-08-07T09:43:32,7.36,GBP,4097660115248187,7784703780598220,DE,CN,CASH,e9c00029-8b24-4d62-bf7a-4118ca1838b5,Low,True,3.0,EMP-3094,EMP-4792,Gift
3d30787a-762d-4aad-a1e2-0cefa0834ec6,1993-01-13T18:51:12,5436.06,USD,9290684017962394,0643340169663648,CN,US,PAYMENT,a6fe2f37-7c20-4f9d-90dc-3ce888d8417a,Medium,False,5.0,EMP-7052,EMP-8486,Gift
80149dc6-a842-4fb4-b988-45a5a6dcad06,1973-08-04T01:40:14,9244.81,GBP,0920782900499132,0238999342426881,FR,CN,CASH,8d13991d-ac34-4e5b-9092-0057f24f6cac,Low,True,3.0,EMP-6914,EMP-3373,Gift
6d4c0dd3-fbb3-426e-b178-8d8f32ac37f1,2017-10-24T15:15:05,14451.92,GBP,9028688221136887,4205821760598596,US,US,PAYMENT,9f2e896a-de87-4774-8417-70bf55606fb2,Medium,True,5.0,EMP-6882,EMP-9124,Gift
c4cb937e-445b-441c-8579-e2e69ec6ae94,1970-03-22T22:05:38,14279.84,GBP,9718014995489241,0465086959770737,FR,BR,CASH,356a304d-fe93-491b-8d1d-d2e2f90c33c7,Medium,True,1.0,EMP-7044,EMP-1707,Gift
3d5796e6-d754-4bb5-b480-afed872f39d5,2013-11-05T07:54:40,6366.1,GBP,0182910805772008,8527810010250190,FR,US,TRANSFER,3e295a28-280a-454c-9aac-3299bd6bea43,Low,True,3.0,EMP-8823,EMP-2493,Salary
042becfb-46c9-44d5-9e2e-90bfbb17e813,2001-08-23T00:03:22,4707.18,GBP,5888841824204468,5727645153504792,US,DE,TRANSFER,492e2947-e4e1-49d5-9400-c23f2dd22465,Low,True,7.0,EMP-1868,EMP-9094,Investment
3089a1c7-b33a-4830-957e-7c906e39661f,1975-01-12T04:57:43,14020.44,EUR,2983388447208176,2874752297326310,CN,BR,PAYMENT,5062714f-d3c2-47c6-ac43-abdae5693ced,High,True,1.0,EMP-1079,EMP-8036,
0de7b8ec-bdaf-4c76-81ba-cdde3a94e456,2011-10-22T07:32:16,9813.92,EUR,6511114338497267,1802176025989800,BR,FR,PAYMENT,8ed7128e-6808-432c-8fa1-989014276d36,Low,False,10.0,EMP-4459,EMP-4941,Gift
83822b34-5d7b-4cd0-8188-8da9bc0a15c6,1989-01-14T20:08:57,11006.09,EUR,5063670052254747,3462188845052183,BR,DE,PAYMENT,acf38cd4-75c5-4bae-b4a9-976e20cc6b98,Low,False,5.0,EMP-4458,EMP-6707,Gift
1f40c12e-8e38-42ad-9317-f1e0c052f38f,2002-07-05T22:56:23,12529.17,USD,4558130104450633,6605603787604137,CN,DE,PAYMENT,03ce1aee-c9c1-4031-997b-9e32438d750e,High,False,3.0,EMP-6421,EMP-2887,
c61828aa-0509-495b-9237-c28667704972,1970-12-24T21:13:34,11257.6,EUR,9449653497910830,5384960950330243,FR,CN,PAYMENT,6266d31b-17e0-49d2-a79e-0259413be79c,High,True,5.0,EMP-5015,EMP-8264,Gift
e1f42f5e-a5e1-4004-881a-49a94a697520,2001-10-15T15:07:48,4567.81,EUR,1559683480896868,9262807716623129,DE,US,TRANSFER,8f124919-f2b0-416c-ad7d-78ec3b3c6014,Medium,True,10.0,EMP-0577,EMP-0994,Gift
f818fc55-3910-4ce5-a660-7d00ac3333c7,2010-10-31T19:53:18,5582.53,USD,5802955321297717,3337442036940859,CN,DE,PAYMENT,cc2a1722-3810-4f77-af4f-c514fdf06e98,High,False,5.0,EMP-3338,EMP-3923,Gift
6eb76096-e178-4e88-96c0-707a69787863,2016-01-03T18:36:30,16254.66,USD,5927645029335454,3019596740376915,CN,US,PAYMENT,8351803f-0c8b-4577-b92c-0eab90a4d6e8,Low,False,1.0,EMP-7992,EMP-7122,Gift
045dad36-cc0b-4bcd-9a0f-5d072726e8c8,1985-02-18T19:44:54,4694.6,EUR,5341645059573557,9318811931237708,DE,US,CASH,2d574af3-a978-4685-8f15-52f0c287c83f,Low,True,1.0,EMP-5339,EMP-7068,
c819ee27-a88d-4c03-a9fb-c1981f5cc12b,1989-12-17T05:06:20,11306.33,USD,0168791909489270,0442041646452801,FR,US,CASH,81d596d0-d385-4b38-bd15-1219ff9e4ef7,Low,True,5.0,EMP-0767,EMP-1711,
a429bfa9-4c3a-4d7e-89d2-13381c530f20,1985-09-28T14:21:29,3000.35,EUR,4586012624280330,5172666936478251,US,FR,TRANSFER,1d593965-bc14-493d-9c70-dfb7739c23c7,Low,False,5.0,EMP-8366,EMP-8232,Salary
8d1b05cf-a865-4388-92ee-e7ac0b13d329,2014-09-15T00:55:23,16684.03,EUR,8740711776144624,1271797519907849,BR,BR,PAYMENT,25f148ff-e70c-449d-80e2-1ee58d53b9df,Medium,True,10.0,EMP-6465,EMP-4205,
a749212c-3f16-4c18-9395-cfab06f610fc,2018-11-24T14:17:10,7794.63,EUR,6458549252947121,5440409301437747,US,US,CASH,eabb4daa-968d-47d8-8897-4fa665b9d00a,Low,True,10.0,EMP-7219,EMP-9867,
9a0782e4-ada2-4b0a-a090-666ccad2f57f,1971-02-28T11:30:30,16592.57,EUR,8551561764944190,3176892421200113,US,DE,PAYMENT,10a48ae6-9119-4272-8610-f499d165e670,High,True,1.0,EMP-0628,EMP-7986,Gift
9459820f-0679-4dca-b052-13193f6b930e,1989-07-09T11:05:46,15207.24,EUR,1044097220249179,0030176162974084,CN,FR,CASH,7e82b269-13d2-4b3f-a9dc-cabe7d39b61d,High,False,1.0,EMP-2891,EMP-1572,Salary
7af350e9-c642-43a4-a33e-37f9b505aa89,1994-04-16T10:52:21,5005.47,EUR,9252914696943493,4624963683336769,BR,BR,TRANSFER,88ad8bf9-66af-48e3-90a0-ff5ea838c789,High,False,10.0,EMP-2893,EMP-7980,Gift
9d8bd903-80cc-4553-8623-e14a3dbd3f95,1977-06-12T23:50:02,4365.47,USD,2136903850235448,1907967602858212,US,BR,PAYMENT,3f11ce3f-7511-4c26-b465-8cb36072d70a,Medium,True,7.0,EMP-4433,EMP-6714,
3039ade5-5f8f-445e-b490-48596a003cbe,1981-03-09T21:58:18,3807.26,GBP,7020076588888371,2673995832395422,BR,US,PAYMENT,98761370-f5d8-4fca-9046-3e69289335a0,Medium,False,5.0,EMP-9988,EMP-7149,
70d28198-09be-4703-9cfd-a81b5df9da14,1995-01-26T02:20:02,7836.86,EUR,8555653787191793,5792872337618486,DE,DE,TRANSFER,86b5f25c-ef6c-43e4-86f3-380db18b1c62,Medium,True,3.0,EMP-0604,EMP-0469,Investment
e58151ed-4c07-447a-837d-2b12a7b5ef6c,2000-08-01T06:20:30,5601.6,EUR,7713129761949902,6842324774035608,US,CN,TRANSFER,da2e68ac-8f0a-4378-b930-a411784060b9,Medium,True,3.0,EMP-5259,EMP-0429,
bcc983d4-03cd-4f69-ab03-d8f50391b196,2018-04-20T20:24:23,595.6,EUR,5032563252768014,3013098244856793,US,CN,PAYMENT,af406f92-8bb8-4e4e-85c6-6bce4c92a4fb,High,False,10.0,EMP-1782,EMP-4651,Gift
35654a39-5f19-4fe3-b779-40b366c8400c,2023-03-10T22:10:05,6005.47,USD,3164402812159970,6821020811861232,FR,CN,CASH,95159573-8f42-479a-96f1-3803b4c4bf36,High,True,3.0,EMP-3560,EMP-7618,Salary
2a4384e7-2e29-4f04-97f7-cfe2fc716bae,1995-12-21T03:06:12,8394.48,EUR,3934065298638341,8881912671936373,FR,FR,CASH,4d4ac0f7-cc6f-4233-b9f1-d3a747aa9a0f,Low,True,3.0,EMP-8387,EMP-4711,Gift
4fcd66c7-0ed4-4f41-b163-b630c16f8eb2,2015-01-14T19:57:50,820.07,EUR,0019847646938027,9694913862263630,CN,CN,TRANSFER,35cce42a-3869-48c0-800a-7c3a25408db5,Medium,False,5.0,EMP-3469,EMP-2056,Salary
398d200e-6723-4cd8-bce6-a098f12878fe,2004-06-25T06:34:03,9483.08,GBP,8066522049371360,9072553405850868,DE,US,TRANSFER,68b2d04e-9300-413c-9d49-5fc04428be60,Low,True,5.0,EMP-2288,EMP-0681,
92d33217-66d3-49ac-98e4-318a9eddbf85,2005-05-30T12:40:45,8385.25,GBP,0062378756384321,1504908090633131,BR,CN,PAYMENT,4e2babd0-ae2c-4db4-aaa5-a8995e1b28e6,Low,False,7.0,EMP-4924,EMP-5848,
9f51e1e5-472f-4c6d-bcce-4eb53068b6c1,2015-05-14T20:20:34,16454.51,USD,6750914949008953,4656006701430805,BR,BR,CASH,bccb758c-23f7-4221-b267-257f0daa87fd,High,False,7.0,EMP-1140,EMP-0472,
9f53c710-f47b-4e8a-890d-a96c2fcdb24a,1984-08-20T00:42:53,5755.22,GBP,1263650891525326,9449881000887779,BR,BR,CASH,a957dda5-a36d-4fc9-8840-4abbc413895d,High,True,1.0,EMP-9632,EMP-6285,Salary
b72bc669-9b09-4912-82c2-a1ff7aa39740,1979-10-02T09:17:47,10205.76,EUR,4142199065039291,0581414992857798,CN,FR,TRANSFER,bbe04b08-f8ca-4294-a365-a3b469a01b1c,Medium,False,10.0,EMP-9022,EMP-2623,Salary
568cf45d-ead2-4cf2-ad2c-f2eeaa585645,1997-01-27T11:57:23,236.62,GBP,7159764078655484,4839043151822517,DE,FR,PAYMENT,644a972c-af3f-4cbf-a385-3a291a2ad6d8,High,False,10.0,EMP-7794,EMP-9520,Investment
c06e9e8e-6ab1-43ee-8a71-b98accf2da3c,1991-08-03T22:57:09,12166.85,GBP,6066808546916219,3615841540624808,US,DE,CASH,0cd1e157-0de6-478a-9367-e3d5353c088f,Low,True,3.0,EMP-7772,EMP-0661,Salary
ad0c81fe-ddd8-45e8-b950-869c44af98ba,1988-01-30T08:21:59,6757.32,GBP,4005888660177762,1501267988370815,CN,FR,CASH,41c3b42a-5c73-4d24-a6ab-e719f317e61d,High,False,5.0,EMP-8783,EMP-6817,
04369c9a-821e-4b6b-8ba3-78aa9c88ac65,2013-03-21T10:41:39,134.82,USD,6759891288021648,8090257118304054,US,CN,PAYMENT,f2c155aa-ffa3-4e50-9852-256850d34f2f,Low,False,3.0,EMP-2140,EMP-6799,Investment
d6d213e7-8285-45c8-b3bd-be6743f210e9,2022-10-02T00:35:19,8964.73,GBP,1708399413787967,2543651516260451,BR,BR,CASH,0252715d-16af-4edc-9381-64856c65e8e9,Low,True,1.0,EMP-9894,EMP-6612,Salary
