TXID: 8e7d832e-c436-4486-8eca-84f804e1aede | Timestamp: 2014-02-20T04:20:41 | Amount: 1604.22 | Currency: GBP | SenderAcct: 9825360614326898 | ReceiverAcct: 0845323509129135 | SenderCountry: BR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: 2f860f15-72db-4eb3-928c-812e261b51bf | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-0818 | Approver: EMP-5596 | SOF: None
TXID: 833b260e-60d5-44b1-9315-e6020e522704 | Timestamp: 2019-09-08T23:32:52 | Amount: 14182.27 | Currency: GBP | SenderAcct: 9905548664634625 | ReceiverAcct: 8299773434960342 | SenderCountry: FR | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 319dcb19-bfb8-4e88-9046-54ab738345f0 | RiskRating: High | KYC: False | Retention: 7 | Initiator: EMP-1687 | Approver: EMP-1512 | SOF: None
TXID: 03c80cfb-7d3f-4be8-a676-61570b83066c | Timestamp: 1982-07-23T06:57:05 | Amount: 3852.62 | Currency: EUR | SenderAcct: 1980059386059541 | ReceiverAcct: 3309680266319514 | SenderCountry: CN | ReceiverCountry: CN | Purpose: CASH | CustomerID: 95f82f38-d872-4a19-8dbd-892600e61ded | RiskRating: Low | KYC: False | Retention: 3 | Initiator: EMP-7740 | Approver: EMP-7911 | SOF: Investment
TXID: 14e8f59c-f4a5-4c3c-ac1e-e9dc09f7c9b3 | Timestamp: 1970-02-14T13:29:08 | Amount: 15190.97 | Currency: EUR | SenderAcct: 3368169670833076 | ReceiverAcct: 3602963767357712 | SenderCountry: BR | ReceiverCountry: US | Purpose: CASH | CustomerID: c7f3729b-f010-47bd-8526-bcececda0ca1 | RiskRating: Low | KYC: True | Retention: 10 | Initiator: EMP-6308 | Approver: EMP-4629 | SOF: None
TXID: c5c07d67-e68b-4194-97e4-fd1bd75477e8 | Timestamp: 2009-01-30T23:36:42 | Amount: 3384.92 | Currency: GBP | SenderAcct: 5975737442450869 | ReceiverAcct: 5311767667689330 | SenderCountry: DE | ReceiverCountry: BR | Purpose: CASH | CustomerID: 68aabcbe-6292-4935-9068-fce4e6015621 | RiskRating: Low | KYC: True | Retention: 7 | Initiator: EMP-6841 | Approver: EMP-8301 | SOF: Salary
TXID: b8473bc8-f7d8-4d0c-91bf-e28a4e29a67c | Timestamp: 1986-02-11T17:12:28 | Amount: 4274.8 | Currency: EUR | SenderAcct: 0646769750782320 | ReceiverAcct: 6854396656765062 | SenderCountry: DE | ReceiverCountry: US | Purpose: CASH | CustomerID: b94b6010-6911-4ca0-b2f3-78b87e25bd03 | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-8464 | Approver: EMP-6217 | SOF: Gift
TXID: fd0a16c2-68d0-4be7-88b6-d2ba70f914e2 | Timestamp: 1977-05-21T14:56:15 | Amount: 14328.71 | Currency: GBP | SenderAcct: 7624702174730921 | ReceiverAcct: 6674448044001565 | SenderCountry: FR | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: a24a7139-4934-4ba5-bb88-1da4ddc094ec | RiskRating: High | KYC: True | Retention: 3 | Initiator: EMP-8907 | Approver: EMP-5994 | SOF: Investment
TXID: 1fe717c0-a5c0-46a7-8e21-7ded13ecbde6 | Timestamp: 2001-09-26T13:56:14 | Amount: 2149.27 | Currency: GBP | SenderAcct: 3084948038867686 | ReceiverAcct: 3763325652868483 | SenderCountry: DE | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: d63a805e-6f33-4dc0-a992-212ceff50ef5 | RiskRating: High | KYC: True | Retention: 1 | Initiator: EMP-5166 | Approver: EMP-5599 | SOF: Gift
TXID: 37e184f2-90e9-4cbe-b54f-d4b6407ab26d | Timestamp: 1986-09-10T02:30:58 | Amount: 4312.71 | Currency: USD | SenderAcct: 1706837185695404 | ReceiverAcct: 9641816667740924 | SenderCountry: FR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 627c6e02-db25-41d2-8c52-b7262731b327 | RiskRating: High | KYC: False | Retention: 3 | Initiator: EMP-8988 | Approver: EMP-5306 | SOF: Investment
TXID: f8306458-7107-411a-b442-9228568d0e27 | Timestamp: 2005-08-27T23:55:42 | Amount: 8619.88 | Currency: GBP | SenderAcct: 2378926754806776 | ReceiverAcct: 1382804834922388 | SenderCountry: US | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 9c45da73-104b-4800-bb2f-21dcf9a930b2 | RiskRating: High | KYC: False | Retention: 1 | Initiator: EMP-9142 | Approver: EMP-0824 | SOF: None
TXID: 751ce633-636f-41c2-a56e-1775bdd60d7a | Timestamp: 2013-08-24T04:30:13 | Amount: 230.52 | Currency: GBP | SenderAcct: 0854326947529174 | ReceiverAcct: 7080470225830818 | SenderCountry: DE | ReceiverCountry: CN | Purpose: TRANSFER | CustomerID: 6763c16b-22dc-4463-9c41-3d5ef1d70b4c | RiskRating: Medium | KYC: True | Retention: 5 | Initiator: EMP-9040 | Approver: EMP-8679 | SOF: Gift
TXID: c1448915-6065-4bdb-841b-6c92669629ca | Timestamp: 1973-10-24T04:38:08 | Amount: 1437.56 | Currency: EUR | SenderAcct: 4232730546584711 | ReceiverAcct: 3660433484089956 | SenderCountry: FR | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: a1eb4f9b-e760-410e-b207-c753bff39133 | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-2421 | Approver: EMP-2946 | SOF: Salary
TXID: 7d06f95d-42ca-4bdd-a5a7-e1a3e8769007 | Timestamp: 2013-09-29T12:31:14 | Amount: 18789.9 | Currency: GBP | SenderAcct: 6263116691516945 | ReceiverAcct: 3212522323132176 | SenderCountry: DE | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 1ec27569-552e-4701-b3fe-0983a6147c9d | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-1452 | Approver: EMP-2836 | SOF: None
TXID: a1f28aaa-4823-42d8-ab74-7110edae6a1d | Timestamp: 1989-04-24T17:23:17 | Amount: 3447.78 | Currency: GBP | SenderAcct: 7994662123099562 | ReceiverAcct: 4600847952198785 | SenderCountry: BR | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: afdf765f-df60-42cf-b2e4-eba04cb80cae | RiskRating: High | KYC: True | Retention: 1 | Initiator: EMP-0624 | Approver: EMP-4744 | SOF: Gift
TXID: 5597ff68-a7e7-48a3-b174-b8f9e1652f5c | Timestamp: 2001-11-10T01:02:48 | Amount: 1479.0 | Currency: GBP | SenderAcct: 8214197243962201 | ReceiverAcct: 4341249644018923 | SenderCountry: US | ReceiverCountry: DE | Purpose: CASH | CustomerID: 42a525cb-8769-4310-9058-79c29f1b5257 | RiskRating: Medium | KYC: False | Retention: 5 | Initiator: EMP-7364 | Approver: EMP-0308 | SOF: None
TXID: 45e2e11c-4774-4582-9bd1-a97acc059eb8 | Timestamp: 2016-07-18T23:10:24 | Amount: 3391.3 | Currency: GBP | SenderAcct: 1538003586429581 | ReceiverAcct: 0065177864544577 | SenderCountry: FR | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: a7f01a42-4174-405b-9d34-40e9c0e1d55a | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-3673 | Approver: EMP-4660 | SOF: Gift
TXID: 55a70f81-6e3d-4b60-ae49-f136a34c762e | Timestamp: 1995-02-03T03:03:58 | Amount: 654.19 | Currency: USD | SenderAcct: 2686187792606604 | ReceiverAcct: 9883068812848421 | SenderCountry: BR | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: bbba379d-c4e1-4937-bc54-24b06295cb6d | RiskRating: Medium | KYC: True | Retention: 3 | Initiator: EMP-6061 | Approver: EMP-6362 | SOF: Salary
TXID: 7cfbbac8-a7b1-4a51-adde-c6521a1cbfe5 | Timestamp: 1985-11-25T04:01:29 | Amount: 9897.87 | Currency: USD | SenderAcct: 0562757009070946 | ReceiverAcct: 8899737992195477 | SenderCountry: US | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: 0fadaab2-1500-4239-85ad-e6f9897748cb | RiskRating: High | KYC: False | Retention: 5 | Initiator: EMP-8448 | Approver: EMP-9386 | SOF: Investment
TXID: 7edc36a6-1c8c-44a5-b9fc-dfee0bb479b4 | Timestamp: 1986-02-25T22:45:39 | Amount: 20256.31 | Currency: EUR | SenderAcct: 9489838874891877 | ReceiverAcct: 0160388947190306 | SenderCountry: US | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: e6773c16-99a4-439b-9a46-8b24fd6ca6e6 | RiskRating: Low | KYC: False | Retention: 1 | Initiator: EMP-4714 | Approver: EMP-6983 | SOF: None
TXID: c1a00624-eb7d-4b50-9a2a-8a5bf0e11e7a | Timestamp: 1974-09-02T04:25:36 | Amount: 1317.6 | Currency: GBP | SenderAcct: 9332965239354466 | ReceiverAcct: 1796885152003285 | SenderCountry: BR | ReceiverCountry: FR | Purpose: CASH | CustomerID: 0d401215-611c-4bd5-8b8b-350c5dd392c4 | RiskRating: Medium | KYC: False | Retention: 10 | Initiator: EMP-3595 | Approver: EMP-0601 | SOF: Salary
TXID: ecb602bd-fb2d-427d-a9a8-8ed24c21c80b | Timestamp: 2001-05-22T18:47:46 | Amount: 11879.95 | Currency: EUR | SenderAcct: 6193141224502077 | ReceiverAcct: 9955054929572564 | SenderCountry: US | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: 9ac3a2bc-894f-4b43-9e00-02ca35b944e4 | RiskRating: High | KYC: True | Retention: 7 | Initiator: EMP-7982 | Approver: EMP-0315 | SOF: None
TXID: af625bb8-4da6-400f-abcf-918e9aa5d5e1 | Timestamp: 1985-07-19T00:19:41 | Amount: 4522.74 | Currency: EUR | SenderAcct: 2157413815572098 | ReceiverAcct: 3517014740891011 | SenderCountry: US | ReceiverCountry: DE | Purpose: CASH | CustomerID: 8c79b085-39e9-4cbe-9569-b9daefcb30b3 | RiskRating: Medium | KYC: True | Retention: 10 | Initiator: EMP-3863 | Approver: EMP-6420 | SOF: None
TXID: 4d640d6f-18f2-41c9-9a4a-212ef01873db | Timestamp: 1983-03-22T17:18:34 | Amount: 19347.46 | Currency: EUR | SenderAcct: 5126540073187459 | ReceiverAcct: 1585331656346941 | SenderCountry: BR | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: ff07067e-4284-4ac5-ab76-3c0bca75ae55 | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-9197 | Approver: EMP-4936 | SOF: None
TXID: 5899583f-d3f4-464d-ae11-dfb56c2501ad | Timestamp: 1996-08-18T23:01:19 | Amount: 6557.44 | Currency: GBP | SenderAcct: 2112266288438050 | ReceiverAcct: 5783276246111930 | SenderCountry: US | ReceiverCountry: FR | Purpose: CASH | CustomerID: f5724b93-36e0-4fa0-bad4-b4f9a288218f | RiskRating: High | KYC: False | Retention: 10 | Initiator: EMP-0872 | Approver: EMP-0461 | SOF: None
TXID: b7a88056-895c-4747-be24-b8e2ed709e30 | Timestamp: 1977-10-24T02:39:02 | Amount: 6555.18 | Currency: GBP | SenderAcct: 2244651031911347 | ReceiverAcct: 8461923624183930 | SenderCountry: FR | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 42cd65ff-ea56-4b65-9f95-000aff610710 | RiskRating: Medium | KYC: True | Retention: 7 | Initiator: EMP-8652 | Approver: EMP-2380 | SOF: None
TXID: e7dff387-86fb-488a-ba45-c31a89c29cc0 | Timestamp: 1978-01-29T17:54:25 | Amount: 17647.54 | Currency: USD | SenderAcct: 4542679088635393 | ReceiverAcct: 7420719093806367 | SenderCountry: DE | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 2d7c4e54-1263-433a-8ac8-6486dc9a49e3 | RiskRating: Medium | KYC: False | Retention: 5 | Initiator: EMP-9295 | Approver: EMP-2951 | SOF: None
TXID: b0e08aa3-c498-42dc-9a75-7954abc373e3 | Timestamp: 2025-03-01T18:01:33 | Amount: 940.47 | Currency: EUR | SenderAcct: 2660705896188470 | ReceiverAcct: 1775278155479099 | SenderCountry: FR | ReceiverCountry: US | Purpose: CASH | CustomerID: c2a67e35-69ff-48d3-bb9f-c9266d5a6063 | RiskRating: Medium | KYC: False | Retention: 3 | Initiator: EMP-1420 | Approver: EMP-0314 | SOF: Investment
TXID: 2dfa9de5-9d9e-4522-9851-04b6ad6f886d | Timestamp: 1983-06-17T21:32:52 | Amount: 24340.53 | Currency: GBP | SenderAcct: 1628725999585551 | ReceiverAcct: 4784626472551038 | SenderCountry: CN | ReceiverCountry: CN | Purpose: CASH | CustomerID: d16381b7-c495-4724-bc22-0e202ef2cc78 | RiskRating: Low | KYC: True | Retention: 10 | Initiator: EMP-4965 | Approver: EMP-7176 | SOF: None
TXID: 8a31e01a-a3f2-43d7-9b90-97f153f56820 | Timestamp: 2014-05-06T05:41:13 | Amount: 15059.5 | Currency: USD | SenderAcct: 7489974502499129 | ReceiverAcct: 6050730491255052 | SenderCountry: US | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: 3509fd34-70ba-47ce-8baa-ae69026014ba | RiskRating: Low | KYC: False | Retention: 1 | Initiator: EMP-9101 | Approver: EMP-3258 | SOF: Investment
TXID: 56a03eca-93dc-4226-aad4-2ae4e228065d | Timestamp: 1973-09-23T18:19:43 | Amount: 1803.57 | Currency: USD | SenderAcct: 8702140638695348 | ReceiverAcct: 6845701129805384 | SenderCountry: CN | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 1fa41c36-1175-46f9-8fc5-f223704c0ee8 | RiskRating: Medium | KYC: True | Retention: 7 | Initiator: EMP-2671 | Approver: EMP-1729 | SOF: Gift
TXID: 8ef773cd-0138-43d1-a139-3fefc89391af | Timestamp: 2023-07-31T09:19:26 | Amount: 4344.69 | Currency: GBP | SenderAcct: 9654419975017113 | ReceiverAcct: 2414041401685738 | SenderCountry: FR | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: 4032a323-6fce-4fb8-ac75-ccd0a63271b3 | RiskRating: High | KYC: False | Retention: 5 | Initiator: EMP-9461 | Approver: EMP-3693 | SOF: Gift
TXID: 6c84b412-f05d-4265-bc27-372ca7e949d8 | Timestamp: 2011-04-09T20:23:19 | Amount: 13947.65 | Currency: GBP | SenderAcct: 3745055325111876 | ReceiverAcct: 7735473050338914 | SenderCountry: DE | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 6fe8ef45-98fc-4a82-ae7e-894ac963476e | RiskRating: Low | KYC: False | Retention: 3 | Initiator: EMP-0643 | Approver: EMP-6343 | SOF: Gift
TXID: be59e51c-242a-4490-b3ab-efe9a78aa013 | Timestamp: 2007-09-04T08:12:49 | Amount: 21859.26 | Currency: USD | SenderAcct: 8652739877366048 | ReceiverAcct: 1470165258854738 | SenderCountry: CN | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 7ae9f632-70b4-4a24-a630-e444210f1664 | RiskRating: Medium | KYC: False | Retention: 3 | Initiator: EMP-9271 | Approver: EMP-7465 | SOF: None
TXID: 1d93fbc2-3b85-43a7-86f5-1a0cf862d03f | Timestamp: 1990-07-28T17:11:18 | Amount: 4493.93 | Currency: EUR | SenderAcct: 0837468445464927 | ReceiverAcct: 1114889346560494 | SenderCountry: FR | ReceiverCountry: US | Purpose: CASH | CustomerID: a64e5d2b-c429-440e-82b6-a6366d61a117 | RiskRating: Medium | KYC: True | Retention: 1 | Initiator: EMP-6077 | Approver: EMP-8620 | SOF: Salary
TXID: a45ffa2d-b20d-4849-93e7-4534f203cdaa | Timestamp: 2024-10-11T04:26:42 | Amount: 1612.82 | Currency: GBP | SenderAcct: 7575037681088289 | ReceiverAcct: 3616281416878661 | SenderCountry: DE | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: ba23802c-8770-40bf-a1e9-514d6d1a1f29 | RiskRating: Medium | KYC: True | Retention: 1 | Initiator: EMP-6222 | Approver: EMP-8712 | SOF: Gift
TXID: b3fa96f9-dbe4-4cc9-96d1-f379b721fb03 | Timestamp: 2005-11-21T08:40:13 | Amount: 1167.35 | Currency: GBP | SenderAcct: 0131468755548438 | ReceiverAcct: 3530665621642821 | SenderCountry: CN | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: 397ced92-2708-49b8-8353-a7910b2aa26f | RiskRating: Medium | KYC: True | Retention: 3 | Initiator: EMP-4657 | Approver: EMP-8792 | SOF: Investment
TXID: e2bbdce6-87e6-46dc-bd93-3249f80cfa2a | Timestamp: 2000-10-22T13:02:07 | Amount: 11379.06 | Currency: EUR | SenderAcct: 4556291366182652 | ReceiverAcct: 2651224518984494 | SenderCountry: US | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 52d4eeac-8250-433e-b970-0a3677941e8f | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-3241 | Approver: EMP-4644 | SOF: Investment
TXID: 61950510-d64f-4cdb-a33a-e90cac129070 | Timestamp: 1991-10-21T13:52:59 | Amount: 11188.59 | Currency: EUR | SenderAcct: 1680026403745526 | ReceiverAcct: 7035606835197345 | SenderCountry: US | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: e50f444c-d56f-43f2-ba3c-9f815b62e472 | RiskRating: High | KYC: True | Retention: 5 | Initiator: EMP-0983 | Approver: EMP-2417 | SOF: Salary
TXID: be28a50b-a450-4ddc-8499-b786d1de1021 | Timestamp: 1989-08-07T08:59:49 | Amount: 1982.8 | Currency: GBP | SenderAcct: 8526105131751087 | ReceiverAcct: 3795503141539771 | SenderCountry: US | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: e6c7ba4d-502b-4511-a0cd-c38da4ced0af | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-4997 | Approver: EMP-3805 | SOF: None
TXID: 38fd83e4-0651-4a45-9f6e-3fd9bee1c961 | Timestamp: 2014-06-13T06:38:34 | Amount: 16059.57 | Currency: USD | SenderAcct: 9867453238324610 | ReceiverAcct: 0602049208348416 | SenderCountry: CN | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 193ef9ce-f232-474f-b935-fe55952b18d7 | RiskRating: Low | KYC: True | Retention: 5 | Initiator: EMP-0083 | Approver: EMP-9053 | SOF: None
TXID: a6188255-5f1d-4b3a-8898-e6cb8bca28db | Timestamp: 1975-10-24T15:47:24 | Amount: 5517.99 | Currency: GBP | SenderAcct: 9855022328952458 | ReceiverAcct: 7831767763191935 | SenderCountry: US | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: d505302e-8ef6-43c4-96d0-727d822ffd31 | RiskRating: High | KYC: False | Retention: 10 | Initiator: EMP-5465 | Approver: EMP-0803 | SOF: Investment
TXID: 4a9c9eb2-4715-48c4-9077-96eed7300774 | Timestamp: 1987-03-19T13:14:31 | Amount: 67.35 | Currency: EUR | SenderAcct: 9460275701456354 | ReceiverAcct: 0614121662990277 | SenderCountry: DE | ReceiverCountry: DE | Purpose: CASH | CustomerID: 4c06d743-2480-41e9-ab8e-ce90fcfe0773 | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-5493 | Approver: EMP-7604 | SOF: Investment
TXID: eab510d3-54b5-4165-837a-9d449ef049a5 | Timestamp: 1975-10-12T16:34:34 | Amount: 3547.05 | Currency: EUR | SenderAcct: 1859088115717437 | ReceiverAcct: 3466368278010105 | SenderCountry: DE | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 4e4265e7-89ed-4d30-b4b9-5759117abae6 | RiskRating: High | KYC: True | Retention: 10 | Initiator: EMP-9339 | Approver: EMP-7495 | SOF: Gift
TXID: 99545201-ec2c-4a61-872c-bbcbc1ef6946 | Timestamp: 2001-09-01T05:02:34 | Amount: 7963.01 | Currency: EUR | SenderAcct: 8138219004370501 | ReceiverAcct: 1091078052550652 | SenderCountry: CN | ReceiverCountry: BR | Purpose: TRANSFER | CustomerID: bf377569-f086-4688-a24c-220d2288e3ce | RiskRating: High | KYC: False | Retention: 5 | Initiator: EMP-3814 | Approver: EMP-1765 | SOF: None
TXID: fe3c0ed8-9799-4b32-9783-aedabf964826 | Timestamp: 1991-06-06T19:19:28 | Amount: 7101.79 | Currency: USD | SenderAcct: 9176722405326625 | ReceiverAcct: 3550086924193893 | SenderCountry: BR | ReceiverCountry: CN | Purpose: PAYMENT | CustomerID: c2b6027d-4452-49c4-ad68-c87c48de60bb | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-5160 | Approver: EMP-0053 | SOF: None
TXID: b0aa5169-4722-475a-960a-a0cbd7653495 | Timestamp: 2006-06-11T21:33:52 | Amount: 1624.72 | Currency: GBP | SenderAcct: 9591770378211825 | ReceiverAcct: 1010901203686150 | SenderCountry: CN | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 2a415d8b-0707-49f2-9347-ab4e4385d013 | RiskRating: Medium | KYC: False | Retention: 3 | Initiator: EMP-8941 | Approver: EMP-4599 | SOF: Salary
TXID: 1d2cebc9-199c-4c29-bf04-0023da7f2499 | Timestamp: 2019-11-30T13:44:34 | Amount: 5037.11 | Currency: GBP | SenderAcct: 9089760289484969 | ReceiverAcct: 4527631702677395 | SenderCountry: FR | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 3cf61264-786a-46ef-b8a6-d1984035f969 | RiskRating: High | KYC: True | Retention: 7 | Initiator: EMP-8844 | Approver: EMP-8266 | SOF: Investment
TXID: 5fc2ac30-8b8e-42a6-85e6-c0c89708a86f | Timestamp: 1994-02-28T02:00:40 | Amount: 4519.58 | Currency: USD | SenderAcct: 7218213046618467 | ReceiverAcct: 7637109865940059 | SenderCountry: FR | ReceiverCountry: FR | Purpose: TRANSFER | CustomerID: 44755d54-54a9-45ef-be7a-8078c05cc74a | RiskRating: High | KYC: True | Retention: 5 | Initiator: EMP-8874 | Approver: EMP-4785 | SOF: None
TXID: fc0739b3-65d4-49ce-ad72-977c6f743980 | Timestamp: 1987-01-19T13:24:48 | Amount: 18222.14 | Currency: EUR | SenderAcct: 6400756700885816 | ReceiverAcct: 0776067122571114 | SenderCountry: BR | ReceiverCountry: BR | Purpose: PAYMENT | CustomerID: 12e16177-d62e-4c28-af9a-c76d05346f64 | RiskRating: High | KYC: True | Retention: 7 | Initiator: EMP-4617 | Approver: EMP-2565 | SOF: Salary
TXID: 1c9cb21b-5c4f-4def-8900-ad0523d88a2f | Timestamp: 1995-10-14T05:57:17 | Amount: 5998.04 | Currency: EUR | SenderAcct: 6049872338853005 | ReceiverAcct: 4447106213733580 | SenderCountry: CN | ReceiverCountry: BR | Purpose: CASH | CustomerID: cab2debe-458b-4206-b587-62c430e5c145 | RiskRating: High | KYC: False | Retention: 10 | Initiator: EMP-7791 | Approver: EMP-0660 | SOF: Salary
TXID: 8a2c4007-049e-49c0-8da0-4c91c8c1adce | Timestamp: 2022-09-09T03:04:02 | Amount: 1768.81 | Currency: EUR | SenderAcct: 3377979242442178 | ReceiverAcct: 6000415231295473 | SenderCountry: US | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: ba477059-fa17-4d1c-b296-2288386f3f9c | RiskRating: High | KYC: True | Retention: 5 | Initiator: EMP-4151 | Approver: EMP-5469 | SOF: None
TXID: 8ffb9624-8cb9-459a-9210-45f25d3c94f7 | Timestamp: 1975-08-08T21:10:51 | Amount: 6169.84 | Currency: USD | SenderAcct: 0365570016398487 | ReceiverAcct: 4387677617908100 | SenderCountry: US | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 4eb3a4a6-be9a-4bbe-aab5-a468f5eaaf37 | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-1655 | Approver: EMP-3984 | SOF: Investment
TXID: 9d3e0eaa-78e5-4459-94b1-91fe42f55f8a | Timestamp: 2009-12-30T09:30:04 | Amount: 7134.18 | Currency: GBP | SenderAcct: 0742506413233662 | ReceiverAcct: 4299882308537756 | SenderCountry: CN | ReceiverCountry: US | Purpose: PAYMENT | CustomerID: bcf25f70-0372-4aa7-a142-a397776a6336 | RiskRating: Low | KYC: False | Retention: 7 | Initiator: EMP-4081 | Approver: EMP-3021 | SOF: Gift
TXID: f8fa3233-ebca-4fe6-97b0-b09282eea414 | Timestamp: 1985-05-26T16:17:12 | Amount: 4857.5 | Currency: EUR | SenderAcct: 1596238779689827 | ReceiverAcct: 1946966421468389 | SenderCountry: CN | ReceiverCountry: DE | Purpose: PAYMENT | CustomerID: 3938483c-fb25-4898-ac33-b6661268fffe | RiskRating: Medium | KYC: False | Retention: 1 | Initiator: EMP-6718 | Approver: EMP-8968 | SOF: Investment
TXID: dfe5f9ef-8a5a-427e-98eb-3c1fac28c722 | Timestamp: 1991-03-04T07:35:54 | Amount: 3326.65 | Currency: USD | SenderAcct: 6130683606410667 | ReceiverAcct: 9552503917697278 | SenderCountry: FR | ReceiverCountry: CN | Purpose: TRANSFER | CustomerID: 7163e88d-c94f-46be-9fb8-47c09dc91e4a | RiskRating: High | KYC: False | Retention: 3 | Initiator: EMP-4785 | Approver: EMP-2294 | SOF: Investment
TXID: ee5773c1-648d-434e-a3ab-ccc601487843 | Timestamp: 2020-02-11T20:52:09 | Amount: 2330.57 | Currency: USD | SenderAcct: 0380238733898895 | ReceiverAcct: 6828164905630290 | SenderCountry: DE | ReceiverCountry: FR | Purpose: CASH | CustomerID: e531f678-7a67-4660-83c7-aa2ac987287d | RiskRating: Medium | KYC: False | Retention: 10 | Initiator: EMP-4211 | Approver: EMP-2455 | SOF: None
TXID: 8414fb4e-04dd-45e5-8d9d-2e7827c7f08d | Timestamp: 1992-08-25T08:04:53 | Amount: 7.33 | Currency: USD | SenderAcct: 1201734316943043 | ReceiverAcct: 8746561711235345 | SenderCountry: BR | ReceiverCountry: FR | Purpose: PAYMENT | CustomerID: 05ea7938-2f62-4f8e-81ca-9523d6e1dad9 | RiskRating: High | KYC: True | Retention: 1 | Initiator: EMP-1391 | Approver: EMP-5846 | SOF: Investment
TXID: f61aa892-b3c1-4c2f-bb77-adbe59f0a77f | Timestamp: 1982-10-30T18:01:44 | Amount: 380.64 | Currency: USD | SenderAcct: 4986675689493107 | ReceiverAcct: 0489868687887377 | SenderCountry: FR | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 68bdc132-18b5-4cfc-bf46-d10d0e63f906 | RiskRating: Medium | KYC: False | Retention: 7 | Initiator: EMP-0130 | Approver: EMP-0630 | SOF: Investment
TXID: 5cf746d8-c27f-46ea-853c-f003fac1db38 | Timestamp: 1990-10-23T15:23:24 | Amount: 5893.89 | Currency: GBP | SenderAcct: 4702994199306336 | ReceiverAcct: 6577070005396463 | SenderCountry: CN | ReceiverCountry: US | Purpose: TRANSFER | CustomerID: 12fb04af-757c-411c-8f7f-d7f8f338f8ef | RiskRating: Low | KYC: False | Retention: 10 | Initiator: EMP-3148 | Approver: EMP-7764 | SOF: Salary
TXID: 3f112801-bd91-4813-8b8c-7437c98d4083 | Timestamp: 2011-02-02T13:38:26 | Amount: 6891.26 | Currency: GBP | SenderAcct: 5179270686947977 | ReceiverAcct: 5533843897576483 | SenderCountry: US | ReceiverCountry: BR | Purpose: CASH | CustomerID: 1a197691-664d-4352-840c-012b41a633cf | RiskRating: Medium | KYC: False | Retention: 10 | Initiator: EMP-2950 | Approver: EMP-7160 | SOF: Gift
TXID: e185f9c7-39e7-4376-a95b-07719bb84874 | Timestamp: 1972-10-02T14:36:17 | Amount: 5236.2 | Currency: USD | SenderAcct: 2142219757618582 | ReceiverAcct: 9950264470150749 | SenderCountry: BR | ReceiverCountry: DE | Purpose: TRANSFER | CustomerID: 3e991631-ebd8-4c9a-9f49-b8f946708446 | RiskRating: High | KYC: False | Retention: 10 | Initiator: EMP-0574 | Approver: EMP-6997 | SOF: Investment
